X	Locus.Identifier	length	logFC	logCPM	PValue	FDR
AT4G17245	AT4G17245.1	640	-2.355697478	2.873255284	3.42E-23	1.99E-21
AT4G17090	AT4G17090.1	2031	1.273888287	8.392872318	3.57E-23	2.07E-21
AT3G14200	AT3G14200.1	1286	1.650902934	6.531253959	3.79E-23	2.19E-21
AT2G02760	AT2G02760.1	928	1.418851546	7.347934439	3.90E-23	2.25E-21
AT5G66052	AT5G66052.1	798	2.195142744	5.238436848	4.36E-23	2.51E-21
AT1G64050	AT1G64050.1	2538	-1.337859894	3.867716522	4.46E-23	2.56E-21
AT4G29190	AT4G29190.1	1435	-1.85739718	3.963457793	4.74E-23	2.71E-21
AT1G14720	AT1G14720.1	1344	-1.096000098	4.564880393	5.45E-23	3.10E-21
AT1G51805	AT1G51805.1	2951	-1.187136636	6.225750002	5.61E-23	3.18E-21
AT5G56600	AT5G56600.1	701	1.456603449	6.579371952	5.78E-23	3.27E-21
AT1G07670	AT1G07670.1	3529	1.213217958	6.529822198	6.13E-23	3.46E-21
AT1G78890	AT1G78890.1	799	-1.332093739	3.437043784	6.18E-23	3.47E-21
AT3G19930	AT3G19930.1	2095	-1.249353759	4.045269596	6.28E-23	3.52E-21
AT2G02080	AT2G02080.1	1840	-1.561635534	3.869186628	7.24E-23	4.05E-21
AT1G21350	AT1G21350.3	1004	1.223214753	6.280026593	8.03E-23	4.47E-21
AT1G13260	AT1G13260.1	1574	-1.8657264	4.232353414	8.26E-23	4.59E-21
AT2G47450	AT2G47450.1	1633	-1.482161009	7.720246069	8.54E-23	4.73E-21
AT4G23570	AT4G23570.3	1409	2.596293638	7.693467596	9.26E-23	5.11E-21
AT3G01690	AT3G01690.1	1465	-0.998659159	5.404339941	1.01E-22	5.58E-21
AT4G27940	AT4G27940.1	1712	2.264719585	4.75378579	1.11E-22	6.06E-21
AT2G45170	AT2G45170.1	678	-1.768945644	3.179847736	1.22E-22	6.67E-21
AT5G04530	AT5G04530.1	1866	-1.538569751	3.785049105	1.23E-22	6.73E-21
AT1G80920	AT1G80920.1	849	-1.995769004	4.637478025	1.30E-22	7.06E-21
AT2G40610	AT2G40610.1	1102	-3.931668568	3.96256783	1.32E-22	7.13E-21
AT4G22540	AT4G22540.1	2771	-1.410139775	4.264195831	1.40E-22	7.54E-21
AT4G33625	AT4G33625.1	964	-1.240584734	5.281778247	1.66E-22	8.94E-21
AT3G19830	AT3G19830.1	2432	1.344219709	5.845897129	1.77E-22	9.49E-21
AT1G71880	AT1G71880.1	1934	-1.47579997	5.741067976	1.87E-22	1.00E-20
AT1G10960	AT1G10960.1	653	1.774850118	9.73516503	2.14E-22	1.14E-20
AT3G57040	AT3G57040.1	1349	-1.189798187	3.851934741	2.17E-22	1.15E-20
AT3G58150	AT3G58150.1	732	3.458968617	2.019917867	2.22E-22	1.18E-20
AT2G43375	AT2G43375.1	1575	2.012998593	2.545475632	2.27E-22	1.20E-20
AT4G36670	AT4G36670.1	1768	-2.770375368	2.466721202	2.75E-22	1.45E-20
AT4G35550	AT4G35550.1	1236	1.147598878	4.153757393	2.81E-22	1.48E-20
AT2G45660	AT2G45660.1	1312	-1.250848311	4.582733279	2.82E-22	1.48E-20
AT2G19450	AT2G19450.1	2058	1.580728679	4.519601122	2.86E-22	1.50E-20
AT2G32990	AT2G32990.1	1858	1.620668479	4.666858323	4.34E-22	2.26E-20
AT5G54165	AT5G54165.1	395	4.340347697	4.25066013	6.72E-22	3.49E-20
AT1G71340	AT1G71340.1	2382	1.264802848	4.833413555	6.80E-22	3.53E-20
AT3G48460	AT3G48460.1	1307	1.398972579	6.680200291	7.99E-22	4.13E-20
AT4G23493	AT4G23493.1	557	5.264249001	3.951941944	8.11E-22	4.18E-20
AT1G12500	AT1G12500.1	1563	-1.258077401	4.787161097	8.70E-22	4.47E-20
AT4G33440	AT4G33440.1	1729	1.495355104	3.155538424	1.07E-21	5.49E-20
AT3G46450	AT3G46450.2	2078	1.137185234	5.293169721	1.19E-21	6.10E-20
AT3G03520	AT3G03520.1	1775	2.673476527	5.133616119	1.22E-21	6.19E-20
AT3G16050	AT3G16050.1	1379	4.520904806	8.103557527	1.29E-21	6.57E-20
AT3G62260	AT3G62260.2	1556	2.177567071	4.922459716	1.31E-21	6.63E-20
AT2G36410	AT2G36410.1	1190	-1.484742358	4.101119828	1.46E-21	7.39E-20
AT5G42220	AT5G42220.1	2991	1.491151974	6.547633592	1.53E-21	7.71E-20
AT5G08520	AT5G08520.1	1811	-1.370424787	4.108871216	1.53E-21	7.71E-20
AT3G19270	AT3G19270.1	1676	3.046032702	4.353643824	1.97E-21	9.86E-20
AT5G49740	AT5G49740.1	2544	-1.138463105	6.236870194	2.05E-21	1.02E-19
AT1G35670	AT1G35670.1	1750	-1.143741742	3.424393886	2.34E-21	1.17E-19
AT1G55310	AT1G55310.3	1260	1.285587915	5.778448384	2.54E-21	1.26E-19
AT1G16720	AT1G16720.1	2087	-1.038553485	6.486022581	2.86E-21	1.42E-19
AT3G19450	AT3G19450.1	1563	-0.982561793	5.607060076	3.27E-21	1.62E-19
AT5G63800	AT5G63800.1	2580	-1.305592901	6.22600225	3.34E-21	1.65E-19
AT3G17390	AT3G17390.1	1688	-1.042354874	8.914701671	3.50E-21	1.72E-19
AT5G61440	AT5G61440.1	1101	-4.50610124	0.871989106	3.67E-21	1.80E-19
AT3G61920	AT3G61920.1	866	1.762727407	3.894155803	4.08E-21	1.99E-19
AT5G02760	AT5G02760.1	1539	-2.738295618	2.630054792	4.29E-21	2.09E-19
AT1G14010	AT1G14010.1	911	1.093987269	4.803779565	4.86E-21	2.36E-19
AT2G03120	AT2G03120.1	1414	1.028836295	6.485205778	5.07E-21	2.46E-19
AT1G72820	AT1G72820.1	1795	-1.516814255	3.39817697	5.31E-21	2.57E-19
AT1G31280	AT1G31280.1	3340	1.751890882	5.399059842	5.91E-21	2.85E-19
AT5G66620	AT5G66620.1	1924	2.443187411	3.720795178	6.53E-21	3.14E-19
AT1G49500	AT1G49500.1	989	-2.441748962	4.485660685	7.63E-21	3.66E-19
AT3G21890	AT3G21890.1	620	2.252243011	3.664956367	7.80E-21	3.73E-19
AT2G40950	AT2G40950.1	2465	1.239644141	5.182106444	8.24E-21	3.93E-19
AT5G08030	AT5G08030.1	1244	-2.36196454	1.33726904	8.56E-21	4.07E-19
AT3G09640	AT3G09640.1	1056	8.605412173	6.765103142	8.94E-21	4.24E-19
AT5G03040	AT5G03040.1	1905	-0.949830245	6.336916643	9.17E-21	4.34E-19
AT1G21550	AT1G21550.1	775	3.647434313	6.450758229	9.51E-21	4.49E-19
AT2G30830	AT2G30830.1	1074	3.472981754	3.789240446	1.04E-20	4.92E-19
AT1G12850	AT1G12850.1	1566	-1.030225051	4.397701727	1.46E-20	6.87E-19
AT2G05160	AT2G05160.1	2429	-2.408547147	1.245017407	1.75E-20	8.19E-19
AT1G01430	AT1G01430.1	1639	-1.135669661	5.257745291	1.79E-20	8.38E-19
AT1G27460	AT1G27460.1	2513	-1.266725326	4.067385557	1.81E-20	8.44E-19
AT1G54050	AT1G54050.1	677	4.495146702	9.224936996	1.85E-20	8.58E-19
AT3G01210	AT3G01210.1	1027	1.640472421	5.049031931	2.01E-20	9.31E-19
AT5G64380	AT5G64380.1	1478	-1.113386743	3.704906328	2.01E-20	9.31E-19
AT3G23210	AT3G23210.1	1289	1.225396719	3.884575845	2.04E-20	9.39E-19
AT1G15020	AT1G15020.2	1910	-1.324694779	3.082773316	2.11E-20	9.73E-19
AT1G66080	AT1G66080.1	840	2.985683613	5.960766773	2.22E-20	1.02E-18
AT5G14760	AT5G14760.1	2381	2.082065892	4.441021147	2.49E-20	1.14E-18
AT5G03285	AT5G03285.1	203	2.656193109	3.705347987	2.49E-20	1.14E-18
AT2G46800	AT2G46800.1	1369	1.206680186	5.215385938	2.61E-20	1.19E-18
AT1G61795	AT1G61795.1	897	-1.718868071	2.064026269	2.79E-20	1.27E-18
AT1G80180	AT1G80180.1	758	-1.348677371	3.85082903	3.00E-20	1.36E-18
AT4G35090	AT4G35090.1	1922	1.0389162	11.11371339	3.62E-20	1.63E-18
AT5G05410	AT5G05410.1	1448	3.252027898	4.695122858	3.66E-20	1.65E-18
AT4G10840	AT4G10840.1	2156	-0.91675692	5.661782604	3.96E-20	1.78E-18
AT5G19780	AT5G19780.1	1731	-1.208416621	6.917063404	4.53E-20	2.03E-18
AT1G18260	AT1G18260.1	2325	1.104860443	5.856393372	4.86E-20	2.17E-18
AT5G47060	AT5G47060.1	994	1.585251863	3.854489171	5.46E-20	2.44E-18
AT3G21215	AT3G21215.1	2121	1.151413805	5.083879662	5.60E-20	2.49E-18
AT2G16380	AT2G16380.1	2042	-1.511591068	3.282637271	6.07E-20	2.70E-18
AT1G18810	AT1G18810.1	1434	-1.682162859	3.265114887	6.79E-20	3.01E-18
AT1G44000	AT1G44000.1	1104	-0.894571851	6.445028951	7.06E-20	3.12E-18
AT2G46710	AT2G46710.1	1726	-1.425638103	4.041623629	7.27E-20	3.20E-18
AT1G19770	AT1G19770.1	1394	-1.367073695	5.042592521	7.32E-20	3.22E-18
AT1G17100	AT1G17100.1	909	1.190215884	6.51638802	7.36E-20	3.23E-18
AT1G72800	AT1G72800.1	1284	1.416241813	3.355861722	7.39E-20	3.23E-18
AT5G20250	AT5G20250.4	2748	-1.949734289	4.772245266	7.72E-20	3.37E-18
AT1G60160	AT1G60160.1	2692	-1.08001217	4.408362292	7.82E-20	3.41E-18
AT2G30010	AT2G30010.1	1461	-1.277988137	4.418540455	8.20E-20	3.56E-18
AT4G12420	AT4G12420.1	2240	-1.192492005	6.502549165	1.07E-19	4.64E-18
AT5G19875	AT5G19875.1	654	2.931626256	4.262293025	1.08E-19	4.69E-18
AT5G54470	AT5G54470.1	1083	1.449270383	3.847389393	1.17E-19	5.06E-18
AT3G55110	AT3G55110.1	2531	1.588793698	5.091375694	1.18E-19	5.09E-18
AT4G28860	AT4G28860.1	1655	-0.974337483	4.146179549	1.23E-19	5.29E-18
AT3G06470	AT3G06470.1	1091	-1.110635054	3.926515287	1.31E-19	5.60E-18
AT2G42300	AT2G42300.1	1570	-1.118377116	3.802694825	1.35E-19	5.77E-18
AT5G18670	AT5G18670.1	1923	-1.569243064	3.139672619	1.38E-19	5.89E-18
AT1G01240	AT1G01240.1	1286	-1.607553192	3.665894435	1.53E-19	6.51E-18
AT3G54390	AT3G54390.1	1339	1.921412643	2.976216248	1.54E-19	6.52E-18
AT1G56720	AT1G56720.1	1743	-2.010200094	2.669172234	1.62E-19	6.85E-18
AT2G17230	AT2G17230.1	1480	-1.372431194	5.448845027	1.65E-19	6.96E-18
AT3G09350	AT3G09350.1	1460	4.259636997	8.912113129	1.68E-19	7.09E-18
AT5G03560	AT5G03560.2	1248	1.584212695	4.880007947	1.83E-19	7.69E-18
AT5G04830	AT5G04830.1	954	1.08131788	6.239544349	2.02E-19	8.48E-18
AT5G04190	AT5G04190.1	1589	-5.389586157	-0.11041688	2.18E-19	9.12E-18
AT5G48590	AT5G48590.1	1278	-1.045740815	4.709876014	2.58E-19	1.08E-17
AT1G75580	AT1G75580.1	717	1.443850124	2.543526348	2.91E-19	1.21E-17
AT1G79380	AT1G79380.1	1809	-1.208388831	4.139925788	2.98E-19	1.24E-17
AT1G63800	AT1G63800.1	901	-1.135233121	3.573849108	3.29E-19	1.36E-17
AT1G77210	AT1G77210.1	2048	-1.68064136	2.585877484	3.93E-19	1.63E-17
AT1G74370	AT1G74370.1	1123	-1.35906681	3.488297485	4.12E-19	1.70E-17
AT3G08590	AT3G08590.1	1977	2.581250913	9.507880533	4.40E-19	1.81E-17
AT2G02950	AT2G02950.1	1591	-1.865374403	2.753202719	4.41E-19	1.81E-17
AT1G04400	AT1G04400.2	2259	-1.034188209	5.95243417	4.73E-19	1.94E-17
AT3G07350	AT3G07350.1	1323	-1.810958355	2.966016974	4.81E-19	1.96E-17
AT2G33330	AT2G33330.1	1311	-1.159098405	4.342879577	4.81E-19	1.96E-17
AT2G01850	AT2G01850.1	1379	-1.180647502	6.029848869	4.87E-19	1.98E-17
AT3G17130	AT3G17130.1	551	1.964629414	3.297826309	5.39E-19	2.19E-17
AT2G32540	AT2G32540.1	2259	-1.321947799	3.183344889	5.39E-19	2.19E-17
AT3G57540	AT3G57540.1	1252	1.583669134	2.822161011	5.83E-19	2.36E-17
AT4G29330	AT4G29330.1	1075	1.955498547	6.189418172	6.14E-19	2.48E-17
AT5G01810	AT5G01810.1	2100	-1.347272309	4.30400904	6.87E-19	2.77E-17
AT2G31560	AT2G31560.1	1165	1.068275912	5.160388526	7.01E-19	2.81E-17
AT4G18810	AT4G18810.2	2055	0.881681451	7.072832488	7.02E-19	2.81E-17
AT1G69160	AT1G69160.1	1374	-1.684904201	3.455364643	7.25E-19	2.90E-17
AT3G18773	AT3G18773.1	1350	-2.004438365	2.054380444	8.30E-19	3.31E-17
AT4G18280	AT4G18280.1	737	1.985891574	6.287621021	8.44E-19	3.36E-17
AT3G06070	AT3G06070.1	779	-1.939775565	3.196487437	8.96E-19	3.56E-17
AT3G03990	AT3G03990.1	1138	-1.417964839	4.502674463	9.27E-19	3.67E-17
AT2G43200	AT2G43200.1	1830	-1.730420825	1.987067376	9.98E-19	3.95E-17
AT1G72930	AT1G72930.1	870	-1.801186316	6.080809607	1.00E-18	3.95E-17
AT1G75190	AT1G75190.1	845	-2.251403242	1.448601304	1.05E-18	4.13E-17
AT3G17800	AT3G17800.2	1697	1.59239495	8.674809362	1.07E-18	4.21E-17
AT4G30500	AT4G30500.1	741	1.997736245	2.234750312	1.09E-18	4.27E-17
AT3G08690	AT3G08690.1	830	2.246548952	6.149092628	1.27E-18	4.98E-17
AT4G16980	AT4G16980.1	834	-1.201317192	8.115026073	1.37E-18	5.37E-17
AT5G40850	AT5G40850.1	1783	1.398243256	7.190286182	1.40E-18	5.46E-17
AT1G67360	AT1G67360.2	1202	2.882234097	8.170166057	1.64E-18	6.39E-17
AT1G09390	AT1G09390.1	1336	-1.909397805	2.443913862	1.71E-18	6.62E-17
AT4G04570	AT4G04570.1	2082	-1.468586991	4.005137487	1.87E-18	7.23E-17
AT1G17460	AT1G17460.2	2224	1.768972899	3.515873819	1.93E-18	7.44E-17
AT4G18197	AT4G18197.1	1519	-2.590298485	1.611177421	1.99E-18	7.68E-17
AT2G36460	AT2G36460.1	1429	2.259401183	8.796226341	2.46E-18	9.46E-17
AT2G23340	AT2G23340.1	877	1.591975765	5.565992311	2.50E-18	9.61E-17
AT2G27385	AT2G27385.1	733	-1.294128099	5.757921892	2.53E-18	9.67E-17
AT4G27950	AT4G27950.1	1290	1.847373237	2.679493924	2.59E-18	9.89E-17
AT5G64410	AT5G64410.1	2339	-1.729046926	2.492793732	2.61E-18	9.95E-17
AT4G30460	AT4G30460.1	822	2.027767297	4.523137728	2.75E-18	1.04E-16
AT1G07050	AT1G07050.1	830	2.265829442	3.382845002	2.76E-18	1.05E-16
AT3G55640	AT3G55640.1	1455	1.624442979	4.780018686	3.76E-18	1.42E-16
AT3G21150	AT3G21150.1	903	2.299599467	2.893695591	3.92E-18	1.48E-16
AT3G15570	AT3G15570.1	1997	-1.323024366	4.337299979	3.95E-18	1.49E-16
AT2G17550	AT2G17550.1	3167	-2.322239908	2.200770467	4.21E-18	1.59E-16
AT1G52560	AT1G52560.1	820	7.641824462	6.188582157	4.26E-18	1.60E-16
AT1G23180	AT1G23180.1	2969	1.655999004	7.15911514	4.77E-18	1.79E-16
AT2G22990	AT2G22990.3	1621	-0.831791856	7.970198659	5.31E-18	1.98E-16
AT5G06980	AT5G06980.4	1317	-1.130030322	4.534390102	5.69E-18	2.12E-16
AT2G46870	AT2G46870.1	1486	-1.493909117	3.001452005	6.29E-18	2.34E-16
AT1G78990	AT1G78990.1	1366	2.874431624	2.125627539	6.40E-18	2.38E-16
AT2G46550	AT2G46550.1	1664	-1.01831792	4.955084538	6.64E-18	2.46E-16
AT1G29150	AT1G29150.1	1568	1.280010438	7.639478716	6.83E-18	2.53E-16
AT1G76620	AT1G76620.1	2006	1.149624778	4.178405444	6.86E-18	2.54E-16
AT2G36750	AT2G36750.1	1576	3.075479932	4.533911422	7.17E-18	2.64E-16
AT1G13700	AT1G13700.1	1014	-3.467056805	0.448325632	7.82E-18	2.88E-16
AT1G01180	AT1G01180.1	1175	-2.130346055	2.127239996	7.89E-18	2.90E-16
AT1G26920	AT1G26920.1	886	-0.949492638	4.905531997	8.09E-18	2.96E-16
AT5G54130	AT5G54130.2	1926	1.475865121	4.901548271	8.61E-18	3.15E-16
AT4G19530	AT4G19530.1	3909	-1.14897251	5.827883326	8.77E-18	3.20E-16
AT3G52060	AT3G52060.1	1666	-0.959098302	4.337671027	9.07E-18	3.30E-16
AT4G01460	AT4G01460.1	1417	-1.850243313	2.450352134	9.30E-18	3.38E-16
AT2G42580	AT2G42580.1	2466	-1.159798549	4.786159369	9.74E-18	3.53E-16
AT4G27720	AT4G27720.1	1833	-0.851083016	5.681766137	1.04E-17	3.76E-16
AT3G23080	AT3G23080.1	1569	-1.065480363	5.816701257	1.08E-17	3.90E-16
AT4G04955	AT4G04955.1	1794	-1.666995963	2.683777796	1.16E-17	4.18E-16
AT1G10170	AT1G10170.1	3896	1.905140251	6.924692969	1.20E-17	4.33E-16
AT3G23700	AT3G23700.1	1476	-0.888290438	6.508357398	1.34E-17	4.80E-16
AT3G19553	AT3G19553.1	1909	-1.017167519	4.614656192	1.46E-17	5.23E-16
AT5G40890	AT5G40890.1	2941	-1.255187772	6.002155751	1.53E-17	5.46E-16
AT1G72330	AT1G72330.3	2028	1.782851761	5.028929316	1.72E-17	6.14E-16
AT1G16030	AT1G16030.1	2329	6.36783929	9.641984574	1.73E-17	6.15E-16
AT5G19730	AT5G19730.1	1331	0.881457556	4.439087274	1.77E-17	6.31E-16
AT2G32010	AT2G32010.1	2732	-1.438105433	3.410516147	1.92E-17	6.80E-16
AT1G10150	AT1G10150.1	1790	-1.129681326	3.326330041	1.97E-17	6.99E-16
AT5G18340	AT5G18340.1	1481	3.637591391	3.228488467	2.03E-17	7.19E-16
AT5G21940	AT5G21940.1	1157	-1.829591054	3.214990664	2.07E-17	7.30E-16
AT1G06570	AT1G06570.1	1552	1.104699555	6.143898476	2.12E-17	7.45E-16
AT4G25500	AT4G25500.1	1356	-1.039770735	4.761494617	2.13E-17	7.49E-16
AT2G02800	AT2G02800.1	1677	0.954163354	5.154822842	2.25E-17	7.90E-16
AT3G03450	AT3G03450.1	2069	1.32442447	3.981062691	2.28E-17	7.99E-16
AT5G58070	AT5G58070.1	1063	2.368586321	8.806369851	2.32E-17	8.10E-16
AT4G27450	AT4G27450.1	1133	-2.359987468	2.134523084	2.38E-17	8.30E-16
AT5G51550	AT5G51550.1	1401	-1.468063272	5.626415367	2.44E-17	8.48E-16
AT1G22330	AT1G22330.1	1314	-1.687985292	2.941299662	2.63E-17	9.15E-16
AT1G25560	AT1G25560.1	1364	-2.140145466	3.175164392	2.80E-17	9.71E-16
AT3G47860	AT3G47860.1	1212	1.037217734	6.014445474	2.90E-17	1.00E-15
AT2G46270	AT2G46270.1	1921	2.278761913	3.971435288	2.91E-17	1.00E-15
AT3G23170	AT3G23170.1	793	1.797756833	4.821373942	3.01E-17	1.04E-15
AT3G26510	AT3G26510.5	1692	-1.285569796	4.33687367	3.25E-17	1.12E-15
AT3G61028	AT3G61028.2	971	4.276080986	0.325782107	3.34E-17	1.15E-15
AT4G22690	AT4G22690.1	2334	-1.1749306	6.102402141	3.47E-17	1.19E-15
AT5G02500	AT5G02500.1	2372	1.416800185	12.01164696	3.54E-17	1.21E-15
AT2G30440	AT2G30440.1	1854	-0.887129477	5.457786135	3.69E-17	1.26E-15
AT5G58710	AT5G58710.1	944	0.84299851	6.484621957	3.75E-17	1.28E-15
AT4G34630	AT4G34630.1	881	1.179009573	5.124207029	3.86E-17	1.31E-15
AT5G37670	AT5G37670.1	518	5.41971152	6.790182561	3.88E-17	1.32E-15
AT4G30450	AT4G30450.1	648	1.614041823	3.626941522	4.24E-17	1.44E-15
AT1G76550	AT1G76550.1	2111	-0.966071339	4.16978458	4.26E-17	1.44E-15
AT3G63210	AT3G63210.1	1448	-1.840564726	3.169225558	4.46E-17	1.50E-15
AT4G27130	AT4G27130.1	843	0.941821364	5.726584148	4.81E-17	1.62E-15
AT5G49910	AT5G49910.1	2379	1.173557397	10.09579746	4.88E-17	1.64E-15
AT3G50910	AT3G50910.1	1857	1.336700581	5.254614561	4.90E-17	1.64E-15
AT1G76600	AT1G76600.1	957	2.559120174	4.174359588	5.50E-17	1.84E-15
AT5G28030	AT5G28030.2	1097	1.390838333	4.214897405	5.52E-17	1.85E-15
AT3G12950	AT3G12950.1	2169	-1.064660703	3.469098466	6.05E-17	2.02E-15
AT1G75380	AT1G75380.1	1540	-1.203543352	7.080032804	7.05E-17	2.35E-15
AT1G30820	AT1G30820.1	2458	-1.146712188	3.84434448	7.42E-17	2.47E-15
AT1G42990	AT1G42990.1	1100	1.764563249	5.944752938	7.92E-17	2.63E-15
AT2G03760	AT2G03760.1	1326	1.693232748	6.30233731	8.40E-17	2.78E-15
AT1G29720	AT1G29720.1	3234	-1.680386243	3.805897707	8.72E-17	2.88E-15
AT2G24550	AT2G24550.1	1111	-1.528996875	3.487181725	9.57E-17	3.16E-15
AT4G29310	AT4G29310.1	1717	-1.504217671	3.347264513	9.89E-17	3.26E-15
AT3G05640	AT3G05640.1	1731	1.426491964	5.960233358	1.06E-16	3.49E-15
AT1G56010	AT1G56010.2	1390	-1.914584287	2.087649021	1.08E-16	3.55E-15
AT3G04210	AT3G04210.1	1938	-1.25289295	5.241408216	1.09E-16	3.58E-15
AT1G68520	AT1G68520.1	1594	-1.085144398	5.942993134	1.10E-16	3.60E-15
AT5G47830	AT5G47830.1	646	2.905845672	5.756441525	1.13E-16	3.71E-15
AT3G60290	AT3G60290.1	1248	-2.02471033	2.150863188	1.19E-16	3.88E-15
AT4G16520	AT4G16520.1	707	-1.056224525	5.270752928	1.21E-16	3.92E-15
AT5G61510	AT5G61510.1	1378	2.01086801	6.26527102	1.23E-16	3.98E-15
AT4G15630	AT4G15630.1	837	-1.464986279	4.522525743	1.24E-16	4.01E-15
AT1G62200	AT1G62200.1	1904	-0.982237891	3.62175135	1.30E-16	4.19E-15
AT3G47680	AT3G47680.1	1644	1.485658878	4.590978478	1.39E-16	4.50E-15
AT4G26780	AT4G26780.1	1417	1.955864944	6.615414637	1.40E-16	4.53E-15
AT5G64401	AT5G64401.1	161	4.126364931	1.356543787	1.42E-16	4.55E-15
AT3G10020	AT3G10020.1	723	3.925768645	8.155443602	1.42E-16	4.56E-15
AT4G23300	AT4G23300.1	2219	-1.114587968	3.751865406	1.47E-16	4.72E-15
AT5G56500	AT5G56500.1	2303	1.477370163	5.346004782	1.61E-16	5.14E-15
AT4G37240	AT4G37240.1	698	-2.719038516	2.277816505	1.61E-16	5.14E-15
AT4G14420	AT4G14420.1	874	1.09070588	6.111266182	1.68E-16	5.37E-15
AT2G33860	AT2G33860.1	2357	-1.213154227	3.968340525	1.74E-16	5.55E-15
AT1G16390	AT1G16390.1	1790	-1.767061091	2.28310455	1.79E-16	5.69E-15
AT3G04120	AT3G04120.1	1534	1.201219749	10.31230364	1.96E-16	6.21E-15
AT5G05365	AT5G05365.1	509	2.553030044	1.711075298	2.04E-16	6.45E-15
AT2G28000	AT2G28000.1	2112	1.282833454	10.76563482	2.16E-16	6.82E-15
AT3G46820	AT3G46820.1	1579	-1.091182278	3.102525946	2.22E-16	7.02E-15
AT1G66500	AT1G66500.1	1501	2.945145961	4.84407094	2.60E-16	8.19E-15
AT3G61630	AT3G61630.1	1347	2.040994193	3.981076393	2.66E-16	8.37E-15
AT5G04840	AT5G04840.1	1426	2.348848972	3.304157467	2.82E-16	8.86E-15
AT3G09440	AT3G09440.1	2275	1.923860146	10.50396345	2.89E-16	9.07E-15
AT5G65010	AT5G65010.2	2058	-0.977175105	6.300900747	3.25E-16	1.02E-14
AT1G29660	AT1G29660.1	1348	-1.176246423	6.942932542	3.58E-16	1.12E-14
AT2G20750	AT2G20750.1	1137	-1.676602996	3.1744022	3.60E-16	1.12E-14
AT3G29810	AT3G29810.1	1500	2.383940716	3.46338393	3.66E-16	1.14E-14
AT1G61340	AT1G61340.2	1098	2.335503798	4.458708428	3.75E-16	1.16E-14
AT3G17611	AT3G17611.1	1423	2.753252052	5.56230749	3.91E-16	1.21E-14
AT3G29670	AT3G29670.1	1478	-3.206271567	0.359142932	4.57E-16	1.42E-14
AT2G32930	AT2G32930.2	1990	1.340282028	3.351041455	4.59E-16	1.42E-14
AT4G32480	AT4G32480.1	1142	1.830701093	4.087518882	4.88E-16	1.50E-14
AT4G12410	AT4G12410.1	634	3.606077063	1.990333004	5.00E-16	1.54E-14
AT5G15090	AT5G15090.1	1270	1.229665759	8.686387065	5.30E-16	1.63E-14
AT1G08300	AT1G08300.1	2233	1.352845839	3.4056365	5.41E-16	1.66E-14
AT1G06630	AT1G06630.1	1739	1.013136802	4.452098255	5.43E-16	1.66E-14
AT1G07500	AT1G07500.1	223	3.438004348	2.82371946	5.73E-16	1.75E-14
AT2G28630	AT2G28630.1	1926	-1.745239744	2.634835995	6.32E-16	1.93E-14
AT4G39770	AT4G39770.1	1271	-1.804723988	1.409303597	6.36E-16	1.94E-14
AT3G54830	AT3G54830.1	1629	-1.281892034	3.394978911	6.47E-16	1.97E-14
AT1G72160	AT1G72160.1	1766	-0.857700357	5.735380532	6.50E-16	1.98E-14
AT5G47650	AT5G47650.1	1112	-1.231299655	2.874769085	6.60E-16	2.00E-14
AT1G57590	AT1G57590.1	1478	1.39231174	5.180850056	6.65E-16	2.01E-14
AT2G45740	AT2G45740.1	1154	0.704512514	7.267844707	6.77E-16	2.05E-14
AT2G43630	AT2G43630.1	1124	1.205871712	6.352594103	6.84E-16	2.07E-14
AT5G14060	AT5G14060.1	2215	-0.818490346	7.173746923	6.90E-16	2.08E-14
AT1G23870	AT1G23870.1	2969	-1.85924626	2.29761491	7.40E-16	2.23E-14
AT2G36630	AT2G36630.1	1773	1.211846955	6.534425077	7.86E-16	2.36E-14
AT4G14605	AT4G14605.1	1782	-1.15206586	3.314479676	8.02E-16	2.40E-14
AT3G07090	AT3G07090.1	1041	2.362061296	7.763824138	8.08E-16	2.42E-14
AT1G01720	AT1G01720.1	1313	1.700087563	5.055997591	8.44E-16	2.52E-14
AT4G35310	AT4G35310.1	2255	-0.877024568	5.431066208	8.49E-16	2.53E-14
AT4G32940	AT4G32940.1	1870	-1.114967467	5.780379228	8.54E-16	2.55E-14
AT1G76590	AT1G76590.1	1231	1.500335335	4.410711506	9.18E-16	2.73E-14
AT4G27657	AT4G27657.1	472	2.001851334	3.478141539	9.26E-16	2.75E-14
AT1G06180	AT1G06180.1	909	1.764545159	2.528550694	9.92E-16	2.94E-14
AT1G51940	AT1G51940.1	2310	-1.229005127	4.490188181	1.16E-15	3.44E-14
AT5G18650	AT5G18650.1	1468	-0.843418476	4.338479853	1.17E-15	3.45E-14
AT2G20670	AT2G20670.1	1247	-1.453346823	4.102939172	1.20E-15	3.54E-14
AT3G57880	AT3G57880.1	2957	1.772671191	6.173703271	1.23E-15	3.62E-14
AT2G44660	AT2G44660.1	1529	1.38960873	4.328231988	1.27E-15	3.74E-14
AT1G03070	AT1G03070.1	1014	5.770207307	6.124272363	1.30E-15	3.81E-14
AT4G36010	AT4G36010.1	1349	1.881933244	6.371193669	1.37E-15	4.00E-14
AT5G04230	AT5G04230.2	2482	-1.570694008	2.437851645	1.38E-15	4.03E-14
AT2G41160	AT2G41160.1	1334	2.406720512	5.797808811	1.39E-15	4.06E-14
